,PageID,VisitID,PageName,CatName,CatID,ExtCatName,ExtCatID,TopicName,TopicID,TimeOnPage,PageScore,SequenceNumber,Referrer,Day,Hour,Length_seconds,Length_pagecount,Type
23194,3075,10974,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",62,3,URI_0,Saturday,14.0,360.0,5.0,
23378,3066,11051,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",50,2,URI_45,Saturday,18.0,1320.0,5.0,Fulltext
23574,3075,11132,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",124,23,URI_0,Saturday,21.0,2460.0,26.0,
23585,3138,11132,INSURANCE,Info,1,Insurance,6,In general,1000,"(27.39, 82.2]",125,24,URI_0,Saturday,21.0,2460.0,26.0,
23586,3066,11132,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",233,18,URI_0,Saturday,21.0,2460.0,26.0,
23652,3138,11153,INSURANCE,Info,1,Insurance,6,In general,1000,"(27.39, 82.2]",71,4,URI_0,Saturday,22.0,240.0,4.0,
23699,3075,11174,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",101,2,URI_0,Sunday,0.0,120.0,3.0,
23755,3075,11194,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",60,1,URI_111,Sunday,8.0,420.0,7.0,
23788,3138,11208,INSURANCE,Info,1,Insurance,6,In general,1000,"(82.2, 134.4]",286,4,URI_132,Sunday,10.0,2400.0,15.0,OwnWebs
23789,3066,11208,DISCOUNT,Info,4,Sales,8,In general,1000,"(708.6, 760.8]",1511,3,URI_132,Sunday,10.0,2400.0,15.0,OwnWebs
23933,3075,11259,WHOWEARE,Info,4,Who we are,10,In general,1000,"(82.2, 134.4]",353,7,URI_0,Sunday,12.0,780.0,10.0,
23970,3066,11276,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",50,2,URI_0,Sunday,13.0,60.0,2.0,
24072,3075,11321,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",99,10,URI_111,Sunday,15.0,540.0,10.0,
24165,3075,11368,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",62,3,URI_132,Sunday,16.0,420.0,4.0,OwnWebs
24258,3066,11405,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",50,2,URI_108,Sunday,17.0,120.0,5.0,Partners
24407,3066,11473,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",50,2,URI_0,Sunday,18.0,60.0,3.0,
24505,3066,11526,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",62,3,URI_42,Sunday,21.0,180.0,3.0,Fulltext
24532,3075,11541,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",143,4,URI_111,Sunday,22.0,480.0,6.0,
24535,3138,11541,INSURANCE,Info,1,Insurance,6,In general,1000,"(27.39, 82.2]",156,5,URI_111,Sunday,22.0,480.0,6.0,
24537,3066,11541,DISCOUNT,Info,4,Sales,8,In general,1000,"(395.4, 447.6]",1172,6,URI_111,Sunday,22.0,480.0,6.0,
24792,3066,11664,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",62,3,URI_9,Monday,9.0,60.0,3.0,Catalogue
24808,3066,11673,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",156,5,URI_100,Monday,9.0,1080.0,6.0,OwnWebs
24812,3075,11675,WHOWEARE,Info,4,Who we are,10,In general,1000,"(82.2, 134.4]",120,1,URI_111,Monday,9.0,780.0,3.0,
24988,3066,11740,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",78,5,URI_42,Monday,11.0,120.0,5.0,Fulltext
25137,3066,11787,DISCOUNT,Info,4,Sales,8,In general,1000,"(82.2, 134.4]",251,3,URI_0,Monday,12.0,1560.0,19.0,
25138,3066,11787,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",83,6,URI_0,Monday,12.0,1560.0,19.0,
25432,3066,11900,DISCOUNT,Info,4,Sales,8,In general,1000,"(134.4, 186.6]",429,4,URI_42,Monday,13.0,960.0,14.0,Fulltext
25595,3075,11975,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",60,1,URI_111,Monday,14.0,120.0,4.0,
25675,3075,12013,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",83,6,URI_0,Monday,15.0,240.0,7.0,
25684,3066,12014,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",88,7,URI_0,Monday,15.0,120.0,7.0,
25803,3066,12062,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",50,2,URI_0,Monday,15.0,120.0,2.0,
25883,3066,12092,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",50,2,URI_0,Monday,16.0,60.0,2.0,
25948,3075,12113,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",88,7,URI_0,Monday,17.0,1380.0,9.0,
25950,3066,12113,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",95,9,URI_0,Monday,17.0,1380.0,9.0,
25969,3075,12119,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",101,2,URI_80,Monday,17.0,2040.0,8.0,Fulltext
26128,3075,12186,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",50,2,URI_80,Monday,18.0,60.0,2.0,Fulltext
26197,3066,12214,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",143,4,URI_39,Monday,19.0,1200.0,5.0,Fulltext
26308,3066,12260,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",62,3,URI_9,Monday,20.0,60.0,4.0,Catalogue
26516,3066,12350,DISCOUNT,Info,4,Sales,8,In general,1000,"(82.2, 134.4]",286,4,URI_80,Tuesday,1.0,2220.0,33.0,Fulltext
26692,3066,12427,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",125,3,URI_42,Tuesday,8.0,60.0,5.0,Fulltext
26765,3075,12449,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",60,1,URI_111,Tuesday,9.0,120.0,3.0,
26922,3066,12500,DISCOUNT,Info,4,Sales,8,In general,1000,"(82.2, 134.4]",353,7,URI_0,Tuesday,10.0,1380.0,12.0,
26924,3075,12503,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",50,2,URI_80,Tuesday,10.0,120.0,2.0,Fulltext
27077,3066,12565,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",50,2,URI_0,Tuesday,11.0,120.0,2.0,
27085,3066,12567,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",143,4,URI_113,Tuesday,11.0,420.0,7.0,
27089,4880,12570,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",30,1,URI_36,Tuesday,11.0,60.0,1.0,Other
27114,3075,12580,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",236,19,URI_80,Tuesday,11.0,1020.0,20.0,Fulltext
27364,3066,12675,DISCOUNT,Info,4,Sales,8,In general,1000,"(134.4, 186.6]",429,4,URI_101,Tuesday,13.0,1080.0,5.0,OwnWebs
27409,3075,12689,WHOWEARE,Info,4,Who we are,10,In general,1000,"(917.4, 969.6]",960,1,URI_111,Tuesday,13.0,960.0,4.0,
27600,3075,12771,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",78,5,URI_42,Tuesday,14.0,600.0,5.0,Fulltext
27669,3066,12802,DISCOUNT,Info,4,Sales,8,In general,1000,"(82.2, 134.4]",203,2,URI_0,Tuesday,14.0,120.0,4.0,
27768,3075,12848,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",125,3,URI_0,Tuesday,15.0,300.0,4.0,
27858,3066,12891,DISCOUNT,Info,4,Sales,8,In general,1000,"(82.2, 134.4]",203,2,URI_42,Tuesday,16.0,240.0,4.0,Fulltext
28102,3066,12985,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",176,7,URI_64,Tuesday,18.0,2100.0,9.0,Partners
28126,3066,12991,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",71,4,URI_80,Tuesday,18.0,60.0,4.0,Fulltext
28211,3066,13025,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",88,7,URI_111,Tuesday,19.0,600.0,17.0,
28377,3066,13087,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",114,17,URI_0,Tuesday,21.0,1860.0,17.0,
28503,4686,13138,HOWTOJOIN,Trip,3,undetected,-1,rafting,24,"(27.39, 82.2]",60,1,URI_20,Tuesday,21.0,240.0,6.0,Fulltext
28510,3075,13140,WHOWEARE,Info,4,Who we are,10,In general,1000,"(134.4, 186.6]",502,6,URI_38,Tuesday,22.0,300.0,7.0,Fulltext
28512,3138,13140,INSURANCE,Info,1,Insurance,6,In general,1000,"(27.39, 82.2]",62,3,URI_38,Tuesday,22.0,300.0,7.0,Fulltext
28565,3075,13147,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",95,9,URI_111,Tuesday,22.0,1200.0,10.0,
28618,3066,13155,DISCOUNT,Info,4,Sales,8,In general,1000,"(82.2, 134.4]",436,14,URI_110,Tuesday,22.0,1020.0,15.0,
28623,3075,13157,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",156,5,URI_0,Tuesday,22.0,180.0,6.0,
28625,3066,13157,DISCOUNT,Info,4,Sales,8,In general,1000,"(82.2, 134.4]",286,4,URI_0,Tuesday,22.0,180.0,6.0,
28785,3066,13212,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",156,5,URI_9,Wednesday,7.0,300.0,6.0,Catalogue
28828,3066,13227,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",101,2,URI_39,Wednesday,7.0,240.0,9.0,Fulltext
28869,3066,13239,DISCOUNT,Info,4,Sales,8,In general,1000,"(82.2, 134.4]",286,4,URI_0,Wednesday,8.0,540.0,6.0,
28936,3066,13258,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",156,5,URI_0,Wednesday,8.0,600.0,19.0,
29010,3066,13285,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",101,2,URI_0,Wednesday,9.0,180.0,4.0,
29011,3066,13285,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",71,4,URI_0,Wednesday,9.0,180.0,4.0,
29097,3066,13312,DISCOUNT,Info,4,Sales,8,In general,1000,"(82.2, 134.4]",353,7,URI_132,Wednesday,10.0,1860.0,10.0,OwnWebs
29116,4235,13320,HOWTOJOIN,Trip,3,undetected,-1,exotica,5,"(27.39, 82.2]",60,1,URI_45,Wednesday,10.0,60.0,2.0,Fulltext
29272,3075,13393,WHOWEARE,Info,4,Who we are,10,In general,1000,"(134.4, 186.6]",429,4,URI_110,Wednesday,11.0,780.0,5.0,
29311,3066,13413,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",78,5,URI_111,Wednesday,11.0,120.0,7.0,
29572,3066,13500,DISCOUNT,Info,4,Sales,8,In general,1000,"(82.2, 134.4]",120,1,URI_111,Wednesday,13.0,180.0,4.0,
29574,3075,13501,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",101,2,URI_0,Wednesday,13.0,60.0,2.0,
29754,3066,13575,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",191,9,URI_111,Wednesday,15.0,2460.0,29.0,
29779,3075,13586,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",50,2,URI_0,Wednesday,14.0,60.0,3.0,
29977,3075,13693,WHOWEARE,Info,4,Who we are,10,In general,1000,"(395.4, 447.6]",420,1,URI_34,Wednesday,17.0,420.0,2.0,
30155,3066,13779,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",101,2,URI_0,Wednesday,19.0,840.0,13.0,
30339,3066,13864,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",92,8,URI_45,Wednesday,22.0,900.0,8.0,Fulltext
30475,3075,13915,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",101,2,URI_111,Thursday,0.0,120.0,3.0,
30571,3066,13949,DISCOUNT,Info,4,Sales,8,In general,1000,"(343.2, 395.4]",609,2,URI_42,Thursday,8.0,360.0,3.0,Fulltext
30690,3066,14005,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",83,6,URI_0,Thursday,9.0,420.0,6.0,
30793,3075,14037,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",50,2,URI_0,Thursday,10.0,240.0,3.0,
30808,3075,14048,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",50,2,URI_9,Thursday,10.0,60.0,2.0,Catalogue
31023,3075,14137,WHOWEARE,Info,4,Who we are,10,In general,1000,"(82.2, 134.4]",444,15,URI_0,Thursday,12.0,1320.0,20.0,
31074,3066,14146,DISCOUNT,Info,4,Sales,8,In general,1000,"(134.4, 186.6]",554,8,URI_42,Thursday,12.0,540.0,9.0,Fulltext
31165,3066,14192,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",62,3,URI_0,Thursday,13.0,120.0,5.0,
31420,3066,14291,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",60,1,URI_111,Thursday,14.0,300.0,5.0,
31544,3066,14328,DISCOUNT,Info,4,Sales,8,In general,1000,"(82.2, 134.4]",203,2,URI_0,Thursday,15.0,780.0,4.0,
31545,3066,14328,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",71,4,URI_0,Thursday,15.0,780.0,4.0,
31690,3075,14386,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",101,2,URI_0,Thursday,16.0,180.0,4.0,
31785,3075,14430,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",101,2,URI_0,Thursday,18.0,60.0,3.0,
31993,3075,14530,WHOWEARE,Info,4,Who we are,10,In general,1000,"(82.2, 134.4]",203,2,URI_0,Thursday,21.0,300.0,3.0,
32173,3075,14608,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",50,2,URI_0,Friday,7.0,60.0,2.0,
32320,3066,14678,DISCOUNT,Info,4,Sales,8,In general,1000,"(82.2, 134.4]",203,2,URI_42,Friday,9.0,180.0,3.0,Fulltext
32383,3066,14714,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",101,2,URI_0,Friday,10.0,240.0,4.0,
32387,3066,14715,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",101,2,URI_0,Friday,10.0,60.0,4.0,
32551,3066,14779,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",167,6,URI_0,Friday,11.0,600.0,10.0,
32598,3075,14800,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",101,2,URI_39,Friday,12.0,60.0,3.0,Fulltext
32744,3066,14860,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",71,4,URI_80,Friday,13.0,120.0,6.0,Fulltext
32797,3075,14891,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",50,2,URI_0,Friday,14.0,60.0,2.0,
32894,3075,14930,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",50,2,URI_0,Friday,15.0,480.0,10.0,
32895,3075,14930,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",99,10,URI_0,Friday,15.0,480.0,10.0,
33051,3066,14993,DISCOUNT,Info,4,Sales,8,In general,1000,"(395.4, 447.6]",420,1,URI_111,Friday,17.0,3660.0,12.0,
33052,3066,14993,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",101,11,URI_111,Friday,17.0,3660.0,12.0,
33120,3075,15025,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",71,4,URI_0,Friday,18.0,300.0,4.0,
33262,3066,15097,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",125,3,URI_0,Friday,21.0,120.0,5.0,
33389,3066,15157,DISCOUNT,Info,4,Sales,8,In general,1000,"(134.4, 186.6]",429,4,URI_132,Friday,23.0,660.0,7.0,OwnWebs
33470,3075,15179,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",50,2,URI_0,Saturday,0.0,60.0,2.0,
33520,3075,15205,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",30,1,URI_111,Saturday,8.0,60.0,3.0,
33549,3066,15218,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",101,2,URI_134,Saturday,10.0,60.0,4.0,Other
33594,3066,15232,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",198,10,URI_0,Saturday,11.0,1500.0,11.0,
33683,3066,15273,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",101,2,URI_45,Saturday,13.0,120.0,3.0,Fulltext
33837,3066,15318,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",50,2,URI_0,Saturday,16.0,1320.0,6.0,
33919,3138,15353,INSURANCE,Info,1,Insurance,6,In general,1000,"(27.39, 82.2]",71,4,URI_111,Saturday,16.0,180.0,6.0,
34267,5119,15509,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",101,2,URI_45,Saturday,22.0,420.0,3.0,Fulltext
34308,3075,15535,WHOWEARE,Info,4,Who we are,10,In general,1000,"(82.2, 134.4]",120,1,URI_111,Saturday,23.0,120.0,2.0,
34359,3066,15556,DISCOUNT,Info,4,Sales,8,In general,1000,"(238.8, 291.0]",626,5,URI_0,Sunday,7.0,660.0,7.0,
34360,3066,15556,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",88,7,URI_0,Sunday,7.0,660.0,7.0,
34363,3075,15557,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",62,3,URI_32,Sunday,7.0,120.0,3.0,Other
34401,4773,15570,HOWTOJOIN,Trip,3,undetected,-1,VHT,21,"(291.0, 343.2]",300,1,URI_45,Sunday,10.0,840.0,4.0,Fulltext
34503,3066,15601,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",101,2,URI_0,Sunday,11.0,120.0,4.0,
34542,3066,15624,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",101,2,URI_42,Sunday,12.0,60.0,3.0,Fulltext
34571,3075,15637,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",50,2,URI_111,Sunday,12.0,240.0,4.0,
34597,3066,15645,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",60,1,URI_80,Sunday,12.0,300.0,3.0,Fulltext
34685,3066,15688,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",60,1,URI_80,Sunday,14.0,60.0,2.0,Fulltext
34749,3075,15723,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",101,2,URI_0,Sunday,15.0,60.0,3.0,
34901,3066,15790,DISCOUNT,Info,4,Sales,8,In general,1000,"(291.0, 343.2]",883,7,URI_100,Sunday,17.0,2280.0,8.0,OwnWebs
35403,3075,15978,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",83,6,URI_0,Sunday,23.0,240.0,6.0,
35491,3066,16019,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",78,5,URI_0,Monday,6.0,420.0,5.0,
35512,3075,16027,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",167,6,URI_39,Monday,7.0,1800.0,9.0,Fulltext
35541,5163,16037,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",50,2,URI_42,Monday,7.0,120.0,2.0,Fulltext
35595,3066,16055,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",203,11,URI_39,Monday,8.0,420.0,13.0,Fulltext
35697,3138,16093,INSURANCE,Info,1,Insurance,6,In general,1000,"(82.2, 134.4]",251,3,URI_0,Monday,9.0,900.0,6.0,
35959,3075,16174,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",71,4,URI_0,Monday,10.0,60.0,4.0,
36016,3075,16197,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",60,1,URI_34,Monday,11.0,60.0,2.0,
36060,3066,16221,DISCOUNT,Info,4,Sales,8,In general,1000,"(238.8, 291.0]",406,2,URI_0,Monday,11.0,240.0,4.0,
36064,3075,16222,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",62,3,URI_0,Monday,11.0,60.0,5.0,
36226,3075,16284,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",50,2,URI_39,Monday,12.0,240.0,2.0,Fulltext
36382,3066,16358,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",62,3,URI_34,Monday,13.0,420.0,3.0,
36444,3075,16388,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",101,2,URI_0,Monday,13.0,60.0,4.0,
36542,3075,16426,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",30,1,URI_111,Monday,14.0,1080.0,9.0,
36543,3075,16426,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",92,8,URI_111,Monday,14.0,1080.0,9.0,
36545,3066,16426,DISCOUNT,Info,4,Sales,8,In general,1000,"(82.2, 134.4]",286,4,URI_111,Monday,14.0,1080.0,9.0,
36559,3066,16430,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",62,3,URI_45,Monday,14.0,300.0,5.0,Fulltext
36943,3066,16587,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",30,1,URI_111,Monday,16.0,60.0,4.0,
37078,3075,16656,WHOWEARE,Info,4,Who we are,10,In general,1000,"(291.0, 343.2]",507,2,URI_111,Monday,18.0,60.0,2.0,
37141,3066,16690,DISCOUNT,Info,4,Sales,8,In general,1000,"(82.2, 134.4]",313,5,URI_80,Monday,18.0,600.0,8.0,Fulltext
37312,3075,16777,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",50,2,URI_7,Monday,21.0,120.0,4.0,Other
37341,3075,16793,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",88,7,URI_42,Monday,22.0,540.0,8.0,Fulltext
37519,3066,16872,DISCOUNT,Info,4,Sales,8,In general,1000,"(134.4, 186.6]",575,9,URI_111,Tuesday,7.0,1860.0,11.0,
37598,3075,16905,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",50,2,URI_0,Tuesday,8.0,360.0,5.0,
37610,3066,16910,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",101,2,URI_9,Tuesday,8.0,180.0,6.0,Catalogue
37688,3075,16943,WHOWEARE,Info,4,Who we are,10,In general,1000,"(82.2, 134.4]",251,3,URI_0,Tuesday,9.0,420.0,6.0,
37821,3066,17007,DISCOUNT,Info,4,Sales,8,In general,1000,"(134.4, 186.6]",554,8,URI_101,Tuesday,10.0,780.0,9.0,OwnWebs
37843,3066,17014,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",50,2,URI_0,Tuesday,10.0,60.0,2.0,
38217,3075,17162,WHOWEARE,Info,4,Who we are,10,In general,1000,"(27.39, 82.2]",125,3,URI_9,Tuesday,12.0,60.0,4.0,Catalogue
38397,3066,17243,DISCOUNT,Info,4,Sales,8,In general,1000,"(27.39, 82.2]",125,3,URI_0,Tuesday,14.0,240.0,5.0,
